"","ID","YEAR","MONTH","DAY","VALUE.TMAX","VALUE.TMIN","VALUE.PRCP","VALUE.AWND","VALUE.FMTM","VALUE.PGTM","VALUE.WDF2","VALUE.WDF5","VALUE.WSF2","VALUE.WSF5","VALUE.WT01","VALUE.WT02","VALUE.WT05","VALUE.WT07","VALUE.WT08","VALUE.WT09","VALUE.WT13","VALUE.WT16","VALUE.WT03","VALUE.WT22","VALUE.SNOW","VALUE.WT18","VALUE.SNWD","date"
"161604","USW00093209",2012,9,20,350,111,0,37,NA,NA,310,320,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-20 12:00:00
"161605","USW00093209",2012,9,21,350,100,0,14,NA,NA,250,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-21 12:00:00
"161606","USW00093209",2012,9,22,344,128,0,21,NA,NA,170,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-22 12:00:00
"161607","USW00093209",2012,9,23,350,111,0,21,NA,NA,240,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-23 12:00:00
"161608","USW00093209",2012,9,24,306,89,0,33,NA,NA,210,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-24 12:00:00
"161609","USW00093209",2012,9,25,322,67,0,17,NA,NA,320,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-25 12:00:00
"161610","USW00093209",2012,9,26,339,83,0,14,NA,NA,200,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-26 12:00:00
"161611","USW00093209",2012,9,27,339,94,0,20,NA,NA,230,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-27 12:00:00
"161612","USW00093209",2012,9,28,317,106,0,23,NA,NA,210,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-28 12:00:00
"161613","USW00093209",2012,9,29,361,89,0,16,NA,NA,320,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-29 12:00:00
"161614","USW00093209",2012,9,30,394,111,0,9,NA,NA,120,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-09-30 12:00:00
"161842","USW00093209",2012,10,1,406,122,0,11,NA,NA,110,120,54,94,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2012-10-01 12:00:00
"161843","USW00093209",2012,10,2,406,128,0,18,NA,NA,200,240,80,98,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2012-10-02 12:00:00
"161844","USW00093209",2012,10,3,328,111,0,26,NA,NA,230,220,72,112,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-10-03 12:00:00
"161845","USW00093209",2012,10,4,256,83,0,26,NA,NA,230,330,98,94,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-10-04 12:00:00
"161846","USW00093209",2012,10,5,294,111,0,26,NA,NA,310,300,89,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-10-05 12:00:00
"161847","USW00093209",2012,10,6,289,100,0,22,NA,NA,310,200,67,98,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-10-06 12:00:00
"161848","USW00093209",2012,10,7,283,83,0,23,NA,NA,300,210,67,98,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-10-07 12:00:00
"161849","USW00093209",2012,10,8,256,83,0,30,NA,NA,310,140,72,89,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-10-08 12:00:00
"161850","USW00093209",2012,10,9,256,78,0,21,NA,NA,200,220,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-09 12:00:00
"161851","USW00093209",2012,10,10,200,83,5,21,NA,NA,220,110,76,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-10 12:00:00
"161852","USW00093209",2012,10,11,161,106,3,23,NA,NA,330,90,54,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-11 12:00:00
"161853","USW00093209",2012,10,12,167,100,0,10,NA,NA,270,330,54,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-12 12:00:00
"161854","USW00093209",2012,10,13,233,78,0,32,NA,NA,90,120,89,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-13 12:00:00
"161855","USW00093209",2012,10,14,289,72,0,20,NA,NA,110,220,58,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-14 12:00:00
"161856","USW00093209",2012,10,15,300,83,0,19,NA,NA,90,210,67,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-15 12:00:00
"161857","USW00093209",2012,10,16,322,89,0,27,NA,NA,330,160,72,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-16 12:00:00
"161858","USW00093209",2012,10,17,328,100,0,24,NA,NA,120,150,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-17 12:00:00
"161859","USW00093209",2012,10,18,317,94,0,20,NA,NA,210,330,76,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-18 12:00:00
"161860","USW00093209",2012,10,19,300,139,0,16,NA,NA,310,90,63,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-19 12:00:00
"161861","USW00093209",2012,10,20,267,117,0,36,NA,NA,200,90,89,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-20 12:00:00
"161862","USW00093209",2012,10,21,228,100,0,29,NA,NA,300,200,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-21 12:00:00
"161863","USW00093209",2012,10,22,156,56,25,35,NA,NA,170,220,94,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-22 12:00:00
"161864","USW00093209",2012,10,23,183,39,0,17,NA,NA,200,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-23 12:00:00
"161865","USW00093209",2012,10,24,206,17,0,26,NA,NA,150,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-24 12:00:00
"161866","USW00093209",2012,10,25,239,83,0,13,NA,NA,100,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-25 12:00:00
"161867","USW00093209",2012,10,26,256,50,0,23,NA,NA,90,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-26 12:00:00
"161868","USW00093209",2012,10,27,283,56,0,21,NA,NA,100,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-27 12:00:00
"161869","USW00093209",2012,10,28,306,61,0,13,NA,NA,240,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-10-28 12:00:00
"161870","USW00093209",2012,10,29,300,44,0,13,NA,NA,260,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-29 12:00:00
"161871","USW00093209",2012,10,30,294,39,0,15,NA,NA,210,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-30 12:00:00
"161872","USW00093209",2012,10,31,228,56,0,18,NA,NA,200,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-31 12:00:00
"162123","USW00093209",2012,11,1,206,72,0,16,NA,NA,320,120,45,94,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2012-11-01 12:00:00
"162124","USW00093209",2012,11,2,233,83,0,16,NA,NA,100,90,54,89,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-02 12:00:00
"162125","USW00093209",2012,11,3,250,50,0,20,NA,NA,100,200,76,67,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-03 12:00:00
"162126","USW00093209",2012,11,4,289,56,0,20,NA,NA,90,330,72,89,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-04 12:00:00
"162127","USW00093209",2012,11,5,322,56,0,13,NA,NA,80,320,58,80,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-05 12:00:00
"162128","USW00093209",2012,11,6,328,56,0,11,NA,NA,200,330,63,107,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-06 12:00:00
"162129","USW00093209",2012,11,7,278,44,0,17,NA,NA,190,80,72,107,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-07 12:00:00
"162130","USW00093209",2012,11,8,161,78,0,25,NA,NA,330,90,76,94,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-08 12:00:00
"162131","USW00093209",2012,11,9,156,0,0,15,NA,NA,310,110,67,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-11-09 12:00:00
"162132","USW00093209",2012,11,10,156,-28,0,21,NA,NA,340,70,80,63,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-10 12:00:00
"162133","USW00093209",2012,11,11,167,-33,0,20,NA,NA,50,300,76,125,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-11 12:00:00
"162134","USW00093209",2012,11,12,200,-33,0,26,NA,NA,90,150,76,161,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-12 12:00:00
"162135","USW00093209",2012,11,13,222,-11,0,22,NA,NA,100,200,89,103,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-13 12:00:00
"162136","USW00093209",2012,11,14,217,-17,0,7,NA,NA,120,230,40,67,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-14 12:00:00
"162137","USW00093209",2012,11,15,189,0,0,7,NA,NA,230,320,54,94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2012-11-15 12:00:00
"162138","USW00093209",2012,11,16,167,89,8,21,NA,NA,110,80,72,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-16 12:00:00
"162139","USW00093209",2012,11,17,178,111,28,38,NA,NA,190,80,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-17 12:00:00
"162140","USW00093209",2012,11,18,183,44,0,17,NA,NA,220,90,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-18 12:00:00
"162141","USW00093209",2012,11,19,194,11,0,9,NA,NA,210,220,40,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-19 12:00:00
"162142","USW00093209",2012,11,20,206,17,0,10,NA,NA,200,200,45,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-20 12:00:00
"162143","USW00093209",2012,11,21,211,50,0,26,NA,NA,330,210,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-21 12:00:00
"162144","USW00093209",2012,11,22,206,39,0,29,NA,NA,100,220,76,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2012-11-22 12:00:00
"162145","USW00093209",2012,11,23,244,22,0,18,NA,NA,90,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-23 12:00:00
"162146","USW00093209",2012,11,24,256,17,0,14,NA,NA,90,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-24 12:00:00
"162147","USW00093209",2012,11,25,233,11,0,10,NA,NA,90,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-25 12:00:00
"162148","USW00093209",2012,11,26,206,6,0,13,NA,NA,210,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-26 12:00:00
"162149","USW00093209",2012,11,27,172,39,0,12,NA,NA,210,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-27 12:00:00
"162150","USW00093209",2012,11,28,167,39,53,31,NA,NA,190,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-28 12:00:00
"162151","USW00093209",2012,11,29,189,100,3,31,NA,NA,210,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-29 12:00:00
"162152","USW00093209",2012,11,30,172,133,58,30,NA,NA,210,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-30 12:00:00
"162412","USW00093209",2012,12,1,172,128,25,25,NA,NA,190,190,63,76,1,1,NA,NA,1,NA,1,1,NA,1,0,NA,NA,2012-12-01 12:00:00
"162413","USW00093209",2012,12,2,172,128,94,38,NA,NA,210,170,89,112,1,1,NA,NA,1,NA,1,1,NA,1,0,NA,NA,2012-12-02 12:00:00
"162414","USW00093209",2012,12,3,167,89,0,9,NA,NA,310,320,36,45,1,1,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,2012-12-03 12:00:00
"162415","USW00093209",2012,12,4,156,78,0,11,NA,NA,130,150,36,76,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-04 12:00:00
"162416","USW00093209",2012,12,5,200,89,0,6,NA,NA,90,120,31,72,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-05 12:00:00
"162417","USW00093209",2012,12,6,189,94,0,21,NA,NA,120,30,63,103,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-06 12:00:00
"162418","USW00093209",2012,12,7,189,50,0,27,NA,NA,80,90,76,76,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-07 12:00:00
"162419","USW00093209",2012,12,8,178,11,0,18,NA,NA,90,100,63,103,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-08 12:00:00
"162420","USW00093209",2012,12,9,167,17,0,26,NA,NA,90,90,80,67,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-09 12:00:00
"162421","USW00093209",2012,12,10,194,6,0,10,NA,NA,100,240,58,103,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-10 12:00:00
"162422","USW00093209",2012,12,11,200,6,0,17,NA,NA,200,110,49,98,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-11 12:00:00
"162423","USW00093209",2012,12,12,128,67,25,21,NA,NA,110,70,89,76,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2012-12-12 12:00:00
"162424","USW00093209",2012,12,13,111,11,0,12,NA,NA,60,210,67,80,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-13 12:00:00
"162425","USW00093209",2012,12,14,100,-6,0,4,NA,NA,310,50,27,67,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-14 12:00:00
"162426","USW00093209",2012,12,15,89,-22,10,8,NA,NA,70,210,45,72,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-15 12:00:00
"162427","USW00093209",2012,12,16,122,61,3,6,NA,NA,310,330,31,134,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-16 12:00:00
"162428","USW00093209",2012,12,17,156,100,8,25,NA,NA,210,80,58,76,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-17 12:00:00
"162429","USW00093209",2012,12,18,117,11,0,49,NA,NA,310,190,107,54,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2012-12-18 12:00:00
"162430","USW00093209",2012,12,19,111,-28,0,18,NA,NA,90,210,58,76,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-19 12:00:00
"162431","USW00093209",2012,12,20,144,-50,0,10,NA,NA,250,210,40,112,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-20 12:00:00
"162432","USW00093209",2012,12,21,144,-39,0,16,NA,NA,220,170,63,107,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-21 12:00:00
"162433","USW00093209",2012,12,22,139,89,231,34,NA,NA,220,320,89,80,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-22 12:00:00
"162434","USW00093209",2012,12,23,139,56,94,28,NA,NA,180,180,80,107,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-23 12:00:00
"162435","USW00093209",2012,12,24,144,56,3,27,NA,NA,330,240,67,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2012-12-24 12:00:00
"162436","USW00093209",2012,12,25,122,33,53,20,NA,NA,180,320,80,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-25 12:00:00
"162437","USW00093209",2012,12,26,122,33,15,13,NA,NA,320,100,98,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-26 12:00:00
"162438","USW00093209",2012,12,27,117,22,10,20,NA,NA,330,130,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-27 12:00:00
"162439","USW00093209",2012,12,28,100,-6,0,8,NA,NA,120,330,31,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-28 12:00:00
"162440","USW00093209",2012,12,29,117,28,58,22,NA,NA,130,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29 12:00:00
"162441","USW00093209",2012,12,30,117,17,0,15,NA,NA,320,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-30 12:00:00
"162442","USW00093209",2012,12,31,111,-6,0,8,NA,NA,90,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-31 12:00:00
"162745","USW00093209",2013,1,1,122,0,0,16,NA,NA,90,190,72,98,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2013-01-01 12:00:00
"162746","USW00093209",2013,1,2,156,-22,0,14,NA,NA,220,100,80,94,1,1,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2013-01-02 12:00:00
"162747","USW00093209",2013,1,3,156,-28,0,8,NA,NA,110,90,58,116,1,NA,NA,NA,1,NA,1,1,NA,NA,0,NA,NA,2013-01-03 12:00:00
"162748","USW00093209",2013,1,4,161,-22,0,9,NA,NA,230,180,36,98,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-04 12:00:00
"162749","USW00093209",2013,1,5,144,-22,41,13,NA,NA,240,310,72,80,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-05 12:00:00
"162750","USW00093209",2013,1,6,100,39,64,35,NA,NA,310,90,67,72,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-06 12:00:00
"162751","USW00093209",2013,1,7,133,0,0,17,NA,NA,90,130,54,112,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-07 12:00:00
"162752","USW00093209",2013,1,8,156,11,0,21,NA,NA,90,320,67,125,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-08 12:00:00
"162753","USW00093209",2013,1,9,150,17,5,21,NA,NA,320,340,98,130,1,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-01-09 12:00:00
"162754","USW00093209",2013,1,10,106,6,0,35,NA,NA,340,350,107,45,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-10 12:00:00
"162755","USW00093209",2013,1,11,106,-28,0,21,NA,NA,320,80,72,76,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-11 12:00:00
"162756","USW00093209",2013,1,12,100,-22,0,7,NA,NA,80,80,45,58,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-12 12:00:00
"162757","USW00093209",2013,1,13,94,-44,0,10,NA,NA,120,90,36,130,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-13 12:00:00
"162758","USW00093209",2013,1,14,94,-50,0,24,NA,NA,90,320,67,67,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-14 12:00:00
"162759","USW00093209",2013,1,15,128,-39,0,7,NA,NA,80,70,45,72,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-15 12:00:00
"162760","USW00093209",2013,1,16,167,-39,0,6,NA,NA,90,70,72,80,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-16 12:00:00
"162761","USW00093209",2013,1,17,206,-28,0,8,NA,NA,100,90,45,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-17 12:00:00
"162762","USW00093209",2013,1,18,222,-28,0,14,NA,NA,70,40,63,40,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-18 12:00:00
"162763","USW00093209",2013,1,19,222,-28,0,15,NA,NA,80,190,67,76,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-19 12:00:00
"162764","USW00093209",2013,1,20,211,-33,0,18,NA,NA,130,140,58,76,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-20 12:00:00
"162765","USW00093209",2013,1,21,211,-28,0,10,NA,NA,90,120,67,94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-01-21 12:00:00
"162766","USW00093209",2013,1,22,200,-22,0,7,NA,NA,120,320,31,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2013-01-22 12:00:00
"162767","USW00093209",2013,1,23,156,50,3,9,NA,NA,200,320,67,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-23 12:00:00
"162768","USW00093209",2013,1,24,139,83,61,8,NA,NA,70,320,36,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-24 12:00:00
"162769","USW00093209",2013,1,25,183,111,3,24,NA,NA,80,90,72,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-25 12:00:00
"162770","USW00093209",2013,1,26,178,83,0,26,NA,NA,320,30,89,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-26 12:00:00
"162771","USW00093209",2013,1,27,139,17,0,38,NA,NA,320,80,103,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-27 12:00:00
"162772","USW00093209",2013,1,28,133,-11,0,29,NA,NA,320,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-28 12:00:00
"162773","USW00093209",2013,1,29,139,17,0,18,NA,NA,70,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-29 12:00:00
"162774","USW00093209",2013,1,30,189,0,0,11,NA,NA,110,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-30 12:00:00
"162775","USW00093209",2013,1,31,222,0,0,10,NA,NA,80,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-31 12:00:00
"163060","USW00093209",2013,2,1,206,0,0,10,NA,NA,230,340,54,54,1,1,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,2013-02-01 12:00:00
"163061","USW00093209",2013,2,2,161,50,0,10,NA,NA,330,300,40,76,1,1,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,2013-02-02 12:00:00
"163062","USW00093209",2013,2,3,167,50,0,22,NA,NA,310,90,67,63,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,2013-02-03 12:00:00
"163063","USW00093209",2013,2,4,211,22,0,12,NA,NA,100,320,40,103,1,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-04 12:00:00
"163064","USW00093209",2013,2,5,117,22,0,25,NA,NA,320,130,80,76,1,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-05 12:00:00
"163065","USW00093209",2013,2,6,172,0,0,18,NA,NA,80,190,58,80,1,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-06 12:00:00
"163066","USW00093209",2013,2,7,144,17,0,21,NA,NA,200,40,72,89,1,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-07 12:00:00
"163067","USW00093209",2013,2,8,100,0,20,21,NA,NA,40,350,76,63,1,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-08 12:00:00
"163068","USW00093209",2013,2,9,133,-33,0,11,NA,NA,100,90,40,58,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-09 12:00:00
"163069","USW00093209",2013,2,10,150,-39,0,10,NA,NA,210,190,45,58,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-10 12:00:00
"163070","USW00093209",2013,2,11,161,-33,0,7,NA,NA,80,330,40,67,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-11 12:00:00
"163071","USW00093209",2013,2,12,178,-28,0,10,NA,NA,80,90,45,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-12 12:00:00
"163072","USW00093209",2013,2,13,194,0,0,13,NA,NA,340,60,58,103,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-13 12:00:00
"163073","USW00093209",2013,2,14,217,-17,0,20,NA,NA,60,330,72,76,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-14 12:00:00
"163074","USW00093209",2013,2,15,261,-6,0,16,NA,NA,60,310,76,72,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-15 12:00:00
"163075","USW00093209",2013,2,16,244,22,0,7,NA,NA,330,200,67,76,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-16 12:00:00
"163076","USW00093209",2013,2,17,206,-17,0,13,NA,NA,310,230,58,116,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,2013-02-17 12:00:00
"163077","USW00093209",2013,2,18,111,11,0,21,NA,NA,240,310,58,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2013-02-18 12:00:00
"163078","USW00093209",2013,2,19,128,11,46,28,NA,NA,220,110,89,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-19 12:00:00
"163079","USW00093209",2013,2,20,139,-11,0,27,NA,NA,330,330,76,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-20 12:00:00
